gene	start	end	length	strand	gc_content	genetic_code	rbs_motif	marker	evalue	bitscore	uscg	plasmid_hallmark	virus_hallmark	taxid	taxname	annotation_conjscan	annotation_accessions	annotation_description
CP020618.1_670	698848	699378	531	-1	0.266	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_671	699664	700578	915	1	0.341	11	GGAG/GAGG	GENOMAD.141481.CP	3.022e-53	192	0	0	0	1	NA	NA	COG0798	Arsenite efflux pump ArsB, ACR3 family
CP020618.1_672	700628	701272	645	1	0.298	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_673	701525	701713	189	-1	0.238	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_674	701720	702064	345	-1	0.264	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_675	702393	703781	1389	1	0.335	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_676	703997	704869	873	-1	0.278	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_677	705191	705544	354	-1	0.237	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_678	705657	706352	696	-1	0.279	11	AGxAGG/AGGxGG	GENOMAD.189351.PC	2.022e-10	63	0	0	0	1	NA	NA	PF19187.3;COG2378;K13572;TIGR02844	Predicted DNA-binding transcriptional regulator YafY, contains an HTH and WYL domains
CP020618.1_679	706722	707501	780	1	0.310	11	GGAG/GAGG	GENOMAD.118390.CP	3.635e-13	72	0	0	0	1	NA	NA	PF00459.28;K01092;COG1218;TIGR02067	3'-Phosphoadenosine 5'-phosphosulfate (PAPS) 3'-phosphatase
CP020618.1_680	707617	708564	948	1	0.348	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_681	708819	711770	2952	1	0.353	11	AGxAGG/AGGxGG	GENOMAD.121843.CP	1.733e-11	71	0	0	0	1	NA	NA	PF01568.24;COG1153;K00203	Formylmethanofuran dehydrogenase subunit D
CP020618.1_682	711772	712239	468	1	0.280	11	GGxGG	GENOMAD.197692.CP	8.544e-20	88	0	0	0	1	NA	NA	PF07849.14;COG2427	Uncharacterized conserved protein YjgD, DUF1641 family
CP020618.1_683	712649	713440	792	1	0.292	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_684	713461	714585	1125	1	0.338	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_685	714645	715604	960	-1	0.345	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_686	715684	715998	315	-1	0.305	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_687	716000	716329	330	-1	0.300	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_688	716533	717483	951	-1	0.327	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_689	718003	719073	1071	1	0.329	11	GGAG/GAGG	GENOMAD.190463.PC	7.38e-09	60	0	0	0	1	NA	NA	PF02317.20;PF03721.17;K04940;COG4408;TIGR00745	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain; UDP-glucose/GDP-mannose dehydrogenase family, NAD binding domain
CP020618.1_690	719130	720515	1386	1	0.337	11	AGGAG	GENOMAD.134182.CP	2.221e-81	281	0	0	0	2561	Caudoviricetes	NA	PF03553.17;K03315;TIGR00931;COG1757	Na+/H+ antiporter NhaC
CP020618.1_691	720827	721603	777	-1	0.363	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_692	722222	723076	855	1	0.267	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_693	723254	723529	276	1	0.243	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_694	723562	723981	420	1	0.231	11	3Base/5BMM	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_695	724261	724605	345	1	0.229	11	AGGAG/GGAGG	GENOMAD.210045.PC	6.313e-06	46	0	0	0	1	NA	NA	PF03965.19;K20338;TIGR01889;COG1510	staphylococcal accessory regulator family
CP020618.1_696	724751	725896	1146	1	0.348	11	GGA/GAG/AGG	GENOMAD.152217.PC	5.148e-16	83	0	0	0	1	NA	NA	PF08028.14;PF02771.19;K22027;COG1960;TIGR04022	Acyl-CoA dehydrogenase related to the alkylation response protein AidB
CP020618.1_697	725988	726929	942	1	0.339	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_698	727004	727549	546	1	0.315	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_699	727576	728349	774	1	0.328	11	None	GENOMAD.050661.CC	2.18e-45	167	0	0	0	1	NA	NA	PF18467.4;PF13527.10;K06323;TIGR03827;COG3818	putative beta-lysine N-acetyltransferase
CP020618.1_700	728388	729182	795	-1	0.331	11	GGAG/GAGG	GENOMAD.151402.CP	1.045e-05	49	0	0	0	1	NA	NA	PF02634.18;K18360;COG1526;TIGR00129	Formate dehydrogenase assembly factor FdhD
CP020618.1_701	729367	730158	792	1	0.295	11	AGxAGG/AGGxGG	GENOMAD.133765.CP	4.238e-18	87	0	0	0	1	NA	NA	PF13531.9;K02020;TIGR01256;COG4588	molybdenum ABC transporter, periplasmic molybdate-binding protein
CP020618.1_702	730170	730841	672	1	0.327	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_703	730842	731447	606	1	0.309	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_704	731549	732553	1005	1	0.320	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_705	732564	733073	510	1	0.318	11	AGGAG	GENOMAD.116561.CP	6.309e-39	144	0	0	0	1	NA	NA	PF00994.27;K03638;COG0521;TIGR00177	Molybdopterin biosynthesis enzyme MoaB
CP020618.1_706	733161	733655	495	-1	0.352	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_707	733798	734070	273	1	0.300	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_708	734098	734232	135	1	0.326	11	GGA/GAG/AGG	GENOMAD.222333.PV	3.431e-13	63	0	0	0	1	NA	NA	PF05480.14;K20337	Phenol-soluble modulin beta protein
CP020618.1_709	734358	735047	690	1	0.287	11	AGGAG	GENOMAD.158261.CP	4.026e-09	59	0	0	0	1	NA	NA	PF12689.10;K20862;TIGR01428;COG4087	2-haloalkanoic acid dehalogenase, type II
CP020618.1_710	735422	737035	1614	1	0.286	11	AGGAG	GENOMAD.001883.CC	3.108e-41	164	0	0	0	1	NA	NA	PF10079.12;K22136;COG4365;TIGR03998	Uncharacterized protein YllA, UPF0747 family
CP020618.1_711	737178	737609	432	1	0.340	11	AGxAGG/AGGxGG	GENOMAD.068643.CV	1.195e-28	113	0	0	0	1	NA	NA	PF02381.21;K03925;TIGR00242;COG2001	division/cell wall cluster transcriptional repressor MraZ
CP020618.1_712	737624	738559	936	1	0.344	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_713	738573	738974	402	1	0.336	11	AGGAG	GENOMAD.017590.CC	2.271e-50	175	0	0	0	1	NA	NA	PF19579.2;COG4839;TIGR02209	Cell division protein FtsL
CP020618.1_714	738955	741201	2247	1	0.333	11	GGA/GAG/AGG	GENOMAD.108470.CP	1.145e-18	94	0	0	0	2561	Caudoviricetes	NA	PF00905.25;PF03717.18;PF05223.14;TIGR03423;K05515;COG0768	penicillin-binding protein 2
CP020618.1_715	741376	742341	966	1	0.301	11	AGGAG	GENOMAD.038387.CC	3.209e-29	122	1	0	0	1	NA	NA	PF00953.24;PF10555.12;K01000;TIGR00445;COG0472	phospho-N-acetylmuramoyl-pentapeptide-transferase
CP020618.1_716	742343	743689	1347	1	0.308	11	AGGAG	GENOMAD.093753.CV	9.467e-32	133	0	0	0	2561	Caudoviricetes	NA	NA	NA
CP020618.1_717	743708	744853	1146	1	0.259	11	AGGA	GENOMAD.000958.CC	2.515e-28	121	0	0	0	1	NA	NA	PF08478.13;PF16235.8;COG1589;K03589	Cell division septal protein FtsQ
CP020618.1_718	744957	746390	1434	1	0.323	11	AGGAGG	GENOMAD.000051.CC	3.109e-31	132	0	0	0	1	NA	NA	PF11104.11;TIGR01174;COG0849;K02662	cell division protein FtsA
CP020618.1_719	746420	747598	1179	1	0.382	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_720	747789	748583	795	1	0.319	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_721	748646	749320	675	1	0.313	11	GGAG/GAGG	GENOMAD.113319.CP	4.61e-40	150	0	0	0	1	NA	NA	PF01168.23;K06997;TIGR00044;COG0325	pyridoxal phosphate enzyme, YggS family
CP020618.1_722	749326	749916	591	1	0.330	11	AGGAG	GENOMAD.096898.CV	4.487e-12	67	0	0	0	1	NA	NA	PF04472.15;COG2450;K09152	Cell division protein SepF
CP020618.1_723	749939	750235	297	1	0.236	11	AGGAG(G)/GGAGG	GENOMAD.000846.CC	2.178e-11	61	0	0	0	1	NA	NA	PF02325.20;COG0762	Uncharacterized conserved protein YggT, Ycf19 family
CP020618.1_724	750410	751084	675	1	0.305	11	None	GENOMAD.001378.CC	1.404e-45	166	0	0	0	1	NA	NA	PF17774.4;TIGR03069;COG2302	photosystem II S4 domain protein
CP020618.1_725	751148	751828	681	1	0.304	11	AGGAGG	GENOMAD.089835.CP	3.967e-16	80	0	0	0	1	NA	NA	PF05103.16;K04074;COG3599;TIGR03544	DivIVA protein
CP020618.1_726	752048	754798	2751	1	0.340	11	AGGAG	GENOMAD.000266.CC	7.285e-22	105	0	0	0	1	NA	NA	NA	NA
CP020618.1_727	755002	756519	1518	1	0.320	11	GGAG/GAGG	GENOMAD.147689.CP	4.505e-31	132	0	0	0	1	NA	NA	PF11066.11;PF04321.20;TIGR03649;COG1091	ergot alkaloid biosynthesis protein, AFUA_2G17970 family
CP020618.1_728	756712	757506	795	1	0.301	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_729	757511	757987	477	1	0.306	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_730	758072	758548	477	1	0.264	11	GGAGG	GENOMAD.128855.CP	8.012e-11	62	0	0	0	1	NA	NA	PF01252.21;COG0597;TIGR00077;K03101	Lipoprotein signal peptidase
CP020618.1_731	758560	759477	918	1	0.329	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_732	759745	760272	528	1	0.337	11	GGAG/GAGG	GENOMAD.000141.CC	1.283e-23	100	0	0	0	1	NA	NA	NA	NA
CP020618.1_733	760497	761810	1314	1	0.333	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_734	761836	762729	894	1	0.313	11	AGGAGG	GENOMAD.121677.CP	0.0005011	44	0	0	0	2561	Caudoviricetes	NA	NA	NA
CP020618.1_735	762732	764006	1275	1	0.354	11	AGGAG	GENOMAD.068077.CP	2.736e-14	78	0	0	0	1	NA	NA	PF12890.10;K01465;TIGR00857;COG0044	dihydroorotase, multifunctional complex type
CP020618.1_736	764008	765114	1107	1	0.339	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_737	765107	768280	3174	1	0.338	11	AGGAG	GENOMAD.127074.CP	0.0007198	46	0	0	0	1	NA	NA	PF02786.20;COG0439;TIGR03909;K16181	Biotin carboxylase
CP020618.1_738	768381	769073	693	1	0.345	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_739	769075	769683	609	1	0.345	11	GGA/GAG/AGG	GENOMAD.089844.CV	0.000922	42	0	0	0	2561	Caudoviricetes	NA	PF15609.9;TIGR01367;COG0461;K00762	orotate phosphoribosyltransferase, Thermus family
CP020618.1_740	769707	769922	216	1	0.255	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_741	770242	770646	405	1	0.356	11	AGGAGG	GENOMAD.168616.CP	1.976e-09	57	0	0	0	1	NA	NA	PF06983.16;COG3865;TIGR00068	3-demethylubiquinone-9 3-methyltransferase
CP020618.1_742	770708	772411	1704	-1	0.321	11	AGxAGG/AGGxGG	GENOMAD.133900.CV	5.99e-23	107	0	0	0	2561	Caudoviricetes	NA	PF05833.14;PF05670.16;COG1293	Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains
CP020618.1_743	772571	773194	624	1	0.332	11	GGAG/GAGG	GENOMAD.126842.VC	1.172e-06	51	0	0	0	7509	Herpesvirales	NA	PF00625.24;PF01796.20;K00942;TIGR03263;COG0194	guanylate kinase
CP020618.1_744	773194	773406	213	1	0.343	11	GGAGG	GENOMAD.001677.CC	1.598e-10	57	0	0	0	1	NA	NA	PF01192.25;COG1758;K03060;TIGR00690	DNA-directed RNA polymerase, subunit K/omega
CP020618.1_745	773665	774873	1209	1	0.347	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_746	774873	777281	2409	1	0.326	11	AGxAGG/AGGxGG	GENOMAD.101878.CP	1.112e-51	201	0	0	0	2561	Caudoviricetes	NA	PF18074.4;PF00271.34	Primosomal protein N C-terminal domain; Helicase conserved C-terminal domain
CP020618.1_747	777341	777544	204	-1	0.343	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_748	777721	778209	489	1	0.321	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_749	778202	779134	933	1	0.343	11	AGGAG/GGAGG	GENOMAD.081094.CV	1.149e-20	96	0	0	0	2561	Caudoviricetes	NA	PF00551.22;K03500;COG0223;TIGR00460	Methionyl-tRNA formyltransferase
CP020618.1_750	779131	780438	1308	1	0.307	11	GGA/GAG/AGG	GENOMAD.037968.CC	2.826e-88	300	0	0	0	2561	Caudoviricetes	NA	PF01189.20;PF01029.21;PF17125.8;TIGR00563;K03500;COG0144	16S rRNA (cytosine(967)-C(5))-methyltransferase
CP020618.1_751	780440	781534	1095	1	0.307	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_752	781540	782283	744	1	0.323	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_753	782280	782948	669	1	0.324	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_754	783006	783566	561	1	0.303	11	None	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_755	783572	784303	732	1	0.291	11	AGxAG	GENOMAD.039384.CC	2.481e-21	96	0	0	0	1	NA	NA	NA	NA
CP020618.1_756	784601	785476	876	1	0.293	11	GGAG/GAGG	GENOMAD.108638.CP	1.333e-32	131	0	0	0	1	NA	NA	PF03193.19;PF01176.22;K06949;TIGR00157;COG1162	ribosome small subunit-dependent GTPase A
CP020618.1_757	785476	786120	645	1	0.324	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_758	786125	786766	642	1	0.308	11	GGAG/GAGG	GENOMAD.108695.CP	1.33e-30	122	0	0	0	1	NA	NA	PF04263.19;PF04265.17;COG1564;TIGR01378	Thiamine pyrophosphokinase
CP020618.1_759	786818	787006	189	-1	0.360	11	AGGAGG	GENOMAD.084054.CP	3.127e-08	50	0	0	0	1	NA	NA	PF00830.22;COG0227;TIGR00009	Ribosomal protein L28
CP020618.1_760	787276	787650	375	1	0.312	11	AGGAGG	GENOMAD.085885.CP	2.919e-27	108	0	0	0	1	NA	NA	PF03780.16;COG1302	Uncharacterized conserved protein YloU, alkaline shock protein (Asp23) family
CP020618.1_761	787665	789323	1659	1	0.332	11	AGGAGG	GENOMAD.095800.CP	4.924e-34	142	0	0	0	2561	Caudoviricetes	NA	PF13684.9;TIGR03599;K07030;COG1461	DAK2 domain fusion protein YloV
CP020618.1_762	789898	791949	2052	1	0.339	11	GGA/GAG/AGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_763	792088	792657	570	1	0.302	11	GGAGG	GENOMAD.002127.CC	1.095e-41	153	0	0	0	1	NA	NA	PF13279.9;COG5496;TIGR01750;K02614	Predicted thioesterase
CP020618.1_764	792650	793636	987	1	0.355	11	GGAG/GAGG	GENOMAD.090971.CP	1.636e-33	135	0	0	0	1	NA	NA	PF02504.18;K03621;TIGR00182;COG0416	Fatty acid synthesis protein
CP020618.1_765	793629	794555	927	1	0.334	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_766	794548	795282	735	1	0.361	11	AGGA	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_767	795411	795644	234	1	0.350	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_768	795725	796456	732	1	0.327	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_769	796526	800095	3570	1	0.319	11	AGGAG	GENOMAD.227856.VP	2.526e-05	51	0	0	0	1	NA	NA	PF14915.9;K24719	CCDC144C protein coiled-coil region
CP020618.1_770	800092	801321	1230	1	0.347	11	AGGAGG	GENOMAD.050490.CV	2.386e-09	62	1	0	0	2561	Caudoviricetes	NA	PF02881.22;PF01591.21;K03106;TIGR00959;COG0541	signal recognition particle protein
CP020618.1_771	801308	801640	333	1	0.249	11	GGAG/GAGG	GENOMAD.110076.CV	5.282e-15	72	0	0	0	2561	Caudoviricetes	NA	PF11242.11;K09787;TIGR00721;COG4496	DNA-binding protein, Tfx family
CP020618.1_772	801661	803031	1371	1	0.348	11	AGGAGG	GENOMAD.050490.CV	3.127e-48	183	1	0	0	2561	Caudoviricetes	NA	PF02881.22;PF01591.21;K03106;TIGR00959;COG0541	signal recognition particle protein
CP020618.1_773	803293	803568	276	1	0.344	11	AGGAG	GENOMAD.118861.CV	5.579e-07	48	0	0	0	1	NA	NA	COG0228	Ribosomal protein S16
CP020618.1_774	803700	804200	501	1	0.303	11	AGGAGG	GENOMAD.061903.CP	1.354e-37	140	0	0	0	2561	Caudoviricetes	NA	PF01782.21;PF03448.20;PF05239.19;PF01746.24;COG0806;K00554;TIGR00088	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing
CP020618.1_775	804200	804937	738	1	0.339	11	AGGA/GGAG/GAGG	GENOMAD.061903.CP	8.446e-30	121	0	0	0	2561	Caudoviricetes	NA	PF01782.21;PF03448.20;PF05239.19;PF01746.24;COG0806;K00554;TIGR00088	Ribosomal 30S subunit maturation factor RimM, required for 16S rRNA processing
CP020618.1_776	805042	805392	351	1	0.390	11	AGGAG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_777	805777	806061	285	-1	0.270	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_778	806340	807689	1350	-1	0.301	11	None	GENOMAD.189902.CP	4.935e-196	613	0	0	0	1	NA	NA	COG4485	Uncharacterized membrane protein YfhO
CP020618.1_779	807653	808957	1305	-1	0.287	11	GGAG/GAGG	GENOMAD.189902.CP	3.947e-182	572	0	0	0	1	NA	NA	COG4485	Uncharacterized membrane protein YfhO
CP020618.1_780	808947	811553	2607	-1	0.278	11	GGAG/GAGG	GENOMAD.189902.CP	3.474e-144	482	0	0	0	1	NA	NA	COG4485	Uncharacterized membrane protein YfhO
CP020618.1_781	811809	812693	885	1	0.336	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_782	812677	813444	768	1	0.331	11	GGA/GAG/AGG	GENOMAD.013070.VV	0.0003687	44	0	0	0	12031	Mimiviridae	NA	K03470	NA
CP020618.1_783	813572	814738	1167	1	0.344	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_784	814760	815665	906	1	0.392	11	GGA/GAG/AGG	GENOMAD.116234.CP	9.771e-24	105	0	0	0	1	NA	NA	PF13607.9;PF03061.25;K01902;TIGR01019;COG0074	succinyl-CoA synthetase, alpha subunit
CP020618.1_785	815923	816795	873	1	0.301	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_786	816934	819003	2070	1	0.334	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_787	819028	820335	1308	1	0.351	11	AGGAG	GENOMAD.050405.CC	4.266e-115	378	0	0	0	1	NA	NA	PF01134.25;K04094;TIGR00137;COG1206	tRNA:m(5)U-54 methyltransferase
CP020618.1_788	820441	821334	894	1	0.304	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_789	821335	821880	546	1	0.381	11	AGGAG	GENOMAD.088456.CP	1.442e-52	184	0	0	0	1	NA	NA	PF00227.29;K01419;TIGR03692;COG5405	ATP-dependent protease HslVU, peptidase subunit
CP020618.1_790	821947	823347	1401	1	0.340	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_791	823369	824145	777	1	0.327	11	AGGAG	GENOMAD.002686.CC	4.641e-46	169	0	0	0	1	NA	NA	PF06018.17;K03706;TIGR02787;COG4465	GTP-sensing transcriptional pleiotropic repressor CodY
CP020618.1_792	824363	825151	789	1	0.343	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_793	825412	826290	879	1	0.354	11	GGAGG	GENOMAD.116387.CV	1.262e-34	137	0	0	0	2561	Caudoviricetes	NA	PF00889.22;TIGR00116;COG0264	translation elongation factor Ts
CP020618.1_794	826427	827149	723	1	0.364	11	GGAG/GAGG	GENOMAD.000060.CC	6.694e-53	188	1	0	0	1	NA	NA	PF00696.31;K09903;TIGR02075;COG0528	uridylate kinase
CP020618.1_795	827166	827720	555	1	0.315	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_796	827906	828676	771	1	0.301	11	GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_797	828680	829462	783	1	0.309	11	AGGAG	GENOMAD.118610.CP	3.965e-17	84	0	0	0	2561	Caudoviricetes	NA	PF01148.23;COG4589	Cytidylyltransferase family
CP020618.1_798	829668	830954	1287	1	0.312	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_799	830970	832670	1701	1	0.327	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_800	832833	837149	4317	1	0.335	11	AGxAGG/AGGxGG	GENOMAD.141429.CP	2.267e-10	68	0	0	0	2561	Caudoviricetes	NA	PF09723.13;TIGR02605;COG1996	putative regulatory protein, FmdB family
CP020618.1_801	837295	837762	468	1	0.318	11	AGGAGG	GENOMAD.000152.CC	8.761e-29	114	1	0	0	1	NA	NA	PF02576.20;PF17384.5;COG0779;K09748	Ribosome maturation factor RimP
CP020618.1_802	837783	839009	1227	1	0.340	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_803	839039	839323	285	1	0.319	11	GGA/GAG/AGG	GENOMAD.000609.CC	2.052e-10	58	0	0	0	1	NA	NA	PF04296.16;COG2740	Predicted RNA-binding protein YlxR, DUF448 family
CP020618.1_804	839320	839637	318	1	0.314	11	GGA/GAG/AGG	GENOMAD.001056.CC	1.574e-17	79	1	0	0	1	NA	NA	PF01248.29;COG1911;TIGR03677;K07590	Ribosomal protein L30E
CP020618.1_805	839642	841738	2097	1	0.343	11	AGGAG	GENOMAD.000022.CC	1.658e-87	308	0	0	0	2561	Caudoviricetes	NA	PF11987.11;PF14578.9;COG0532	Translation initiation factor IF-2, a GTPase
CP020618.1_806	841833	842183	351	1	0.282	11	GGAG/GAGG	GENOMAD.097225.CV	8.373e-29	112	0	0	0	2561	Caudoviricetes	NA	PF02033.21;TIGR00082;COG0858;K15986	ribosome-binding factor A
CP020618.1_807	842395	843312	918	1	0.306	11	GGA/GAG/AGG	GENOMAD.036810.CC	1.446e-05	49	0	0	0	1	NA	NA	PF16198.8	tRNA pseudouridylate synthase B C-terminal domain
CP020618.1_808	843330	844301	972	1	0.320	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_809	844412	844681	270	1	0.330	11	AGGAGG	GENOMAD.056361.CP	6.676e-27	105	0	0	0	1	NA	NA	PF00312.25;TIGR00952;COG0184	ribosomal protein S15, bacterial/organelle
CP020618.1_810	844817	846913	2097	1	0.366	11	AGGAG	GENOMAD.056657.CV	2.655e-224	708	1	0	0	2561	Caudoviricetes	NA	PF01138.24;PF03726.17;PF03725.18;K00962;TIGR02696;COG1185	guanosine pentaphosphate synthetase I/polynucleotide phosphorylase
CP020618.1_811	847119	847463	345	1	0.328	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_812	847505	848791	1287	1	0.326	11	None	GENOMAD.118486.CP	1.183e-27	120	0	0	0	2561	Caudoviricetes	NA	PF17770.4	Ribonuclease J C-terminal domain
CP020618.1_813	849128	851551	2424	1	0.326	11	AGxAGG/AGGxGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_814	851554	852270	717	1	0.291	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_815	852298	853563	1266	1	0.284	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_816	853563	854849	1287	1	0.296	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_817	854852	855556	705	1	0.329	11	AGGA/GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_818	855674	856516	843	1	0.325	11	GGA/GAG/AGG	GENOMAD.014630.CC	7.331e-108	349	1	0	0	1	NA	NA	PF11868.11;TIGR00635;COG1474;K18532	Holliday junction DNA helicase, RuvB subunit
CP020618.1_819	856537	856929	393	1	0.293	11	GGAGG	GENOMAD.000811.CC	5.357e-48	168	0	0	0	1	NA	NA	PF05339.14;K15539;COG1426;TIGR00673	Cytoskeletal protein RodZ, contains Xre-like HTH and DUF4115 domains
CP020618.1_820	856962	857537	576	1	0.302	11	GGAG/GAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_821	857671	858810	1140	1	0.298	11	GGAG/GAGG	GENOMAD.105955.CP	3.477e-20	96	0	0	0	1	NA	NA	PF00994.27;COG0521;K03742;TIGR00200	Molybdopterin biosynthesis enzyme MoaB
CP020618.1_822	858987	860033	1047	1	0.351	11	AGGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_823	860310	861869	1560	1	0.345	11	AGGAGG	GENOMAD.090871.CV	2.228e-87	301	0	0	0	2561	Caudoviricetes	NA	PF12917.10;COG3294;TIGR00488;K06951	Metal-dependent phosphatase/phosphodiesterase, HD supefamily
CP020618.1_824	861943	862158	216	-1	0.287	11	AGGAG/GGAGG	NA	NA	NA	0	0	0	1	NA	NA	NA	NA
CP020618.1_825	862312	863106	795	1	0.340	11	GGAG/GAGG	GENOMAD.104169.CP	5.036e-68	233	0	0	0	2561	Caudoviricetes	NA	PF13277.9;K09769;TIGR00282;COG1692	metallophosphoesterase, MG_246/BB_0505 family
